snapshot_month,model_version_id,business_domain,lead_validator_person_id,review_status,overdue_flag,days_overdue,current_risk_tier
2023-01-31,MV00125,Compliance,P006,Open,N,0,Medium
2023-01-31,MV00125,Compliance,,Open,N,0,Medium
2023-01-31,MV00129,CapitalMarkets,P028,Open,N,0,Medium
2023-01-31,MV00129,CapitalMarkets,,Open,N,0,Medium
2023-01-31,MV00132,Risk,P024,Open,N,0,Medium
2023-01-31,MV00132,Risk,,Open,N,0,Medium
2023-01-31,MV00133,Risk,P004,Open,N,0,
2023-01-31,MV00133,Risk,,Open,N,0,
2023-01-31,MV00134,Risk,P024,Open,N,0,
2023-01-31,MV00134,Risk,,Open,N,0,
2023-01-31,MV00135,Risk,P024,Open,N,0,
2023-01-31,MV00135,Risk,,Open,N,0,
2023-01-31,MV00136,Risk,P009,Open,N,0,Medium
2023-01-31,MV00136,Risk,,Open,N,0,Medium
2023-01-31,MV00137,Fraud,P031,Open,N,0,
2023-01-31,MV00137,Fraud,,Open,N,0,
2023-01-31,MV00139,Fraud,P018,Open,N,0,High
2023-01-31,MV00139,Fraud,,Open,N,0,High
2023-01-31,MV00140,Fraud,P018,Open,N,0,Medium
2023-01-31,MV00140,Fraud,,Open,N,0,Medium
2023-01-31,MV00143,Risk,P009,Open,N,0,Medium
2023-01-31,MV00143,Risk,,Open,N,0,Medium
2023-01-31,MV00146,Risk,P024,Open,N,0,High
2023-01-31,MV00146,Risk,,Open,N,0,High
2023-01-31,MV00149,Servicing,P012,Open,N,0,High
2023-01-31,MV00149,Servicing,,Open,N,0,High
2023-01-31,MV00150,Servicing,P023,Open,N,0,Low
2023-01-31,MV00150,Servicing,,Open,N,0,Low
2023-01-31,MV00151,Treasury,P004,Open,N,0,High
2023-01-31,MV00151,Treasury,,Open,N,0,High
2023-01-31,MV00153,Treasury,P018,Open,N,0,Medium
2023-01-31,MV00153,Treasury,,Open,N,0,Medium
2023-01-31,MV00154,Treasury,P011,Open,N,0,Low
2023-01-31,MV00154,Treasury,,Open,N,0,Low
2023-01-31,MV00162,CapitalMarkets,P001,Open,N,0,
2023-01-31,MV00162,CapitalMarkets,,Open,N,0,
2023-01-31,MV00163,CapitalMarkets,P012,Open,N,0,
2023-01-31,MV00163,CapitalMarkets,,Open,N,0,
2023-01-31,MV00166,Treasury,P012,Open,N,0,
2023-01-31,MV00166,Treasury,,Open,N,0,
2023-01-31,MV00168,Compliance,P015,Open,N,0,High
2023-01-31,MV00168,Compliance,,Open,N,0,High
2023-01-31,MV00170,Compliance,P005,Open,N,0,Medium
2023-01-31,MV00170,Compliance,,Open,N,0,Medium
2023-01-31,MV00178,Compliance,P007,Open,N,0,High
2023-01-31,MV00178,Compliance,,Open,N,0,High
2023-01-31,MV00179,Compliance,P023,Open,N,0,High
2023-01-31,MV00179,Compliance,,Open,N,0,High
2023-01-31,MV00183,Servicing,P018,Open,N,0,Medium
2023-01-31,MV00183,Servicing,,Open,N,0,Medium
2023-01-31,MV00184,Servicing,P022,Open,N,0,Low
2023-01-31,MV00184,Servicing,,Open,N,0,Low
2023-01-31,MV00186,Treasury,P030,Open,N,0,Medium
2023-01-31,MV00186,Treasury,,Open,N,0,Medium
2023-01-31,MV00187,Treasury,P004,Open,N,0,
2023-01-31,MV00187,Treasury,,Open,N,0,
2023-01-31,MV00188,Treasury,P007,Open,N,0,
2023-01-31,MV00188,Treasury,,Open,N,0,
2023-01-31,MV00192,Fraud,P004,Open,N,0,Low
2023-01-31,MV00192,Fraud,,Open,N,0,Low
2023-01-31,MV00193,CapitalMarkets,P028,Open,N,0,High
2023-01-31,MV00193,CapitalMarkets,,Open,N,0,High
2023-01-31,MV00195,CapitalMarkets,P005,Open,N,0,
2023-01-31,MV00195,CapitalMarkets,,Open,N,0,
2023-01-31,MV00197,CapitalMarkets,P007,Open,N,0,Low
2023-01-31,MV00197,CapitalMarkets,,Open,N,0,Low
2023-01-31,MV00213,CapitalMarkets,P023,Open,N,0,Low
2023-01-31,MV00213,CapitalMarkets,,Open,N,0,Low
2023-01-31,MV00217,Risk,P015,Open,N,0,
2023-01-31,MV00217,Risk,,Open,N,0,
2023-01-31,MV00226,CapitalMarkets,P022,Open,N,0,Medium
2023-01-31,MV00226,CapitalMarkets,,Open,N,0,Medium
2023-01-31,MV00235,Risk,P018,Open,N,0,Low
2023-01-31,MV00235,Risk,,Open,N,0,Low
2023-01-31,MV00242,Risk,P012,Open,N,0,Medium
2023-01-31,MV00242,Risk,,Open,N,0,Medium
2023-01-31,MV00243,Risk,P022,Open,N,0,Low
2023-01-31,MV00243,Risk,,Open,N,0,Low
2023-01-31,MV00244,Risk,P005,Open,N,0,Low
2023-01-31,MV00244,Risk,,Open,N,0,Low
2023-01-31,MV00245,Risk,P018,Open,N,0,Low
2023-01-31,MV00245,Risk,,Open,N,0,Low
2023-01-31,MV00246,Risk,P007,Open,N,0,
2023-01-31,MV00246,Risk,,Open,N,0,
2023-01-31,MV00247,Risk,P030,Open,N,0,High
2023-01-31,MV00247,Risk,,Open,N,0,High
2023-01-31,MV00248,Risk,P023,Open,N,0,High
2023-01-31,MV00248,Risk,,Open,N,0,High
2023-01-31,MV00250,Compliance,P012,Open,N,0,High
2023-01-31,MV00250,Compliance,,Open,N,0,High
2023-01-31,MV00251,Compliance,P028,Open,N,0,Medium
2023-01-31,MV00251,Compliance,,Open,N,0,Medium
2023-01-31,MV00254,Risk,P005,Open,N,0,High
2023-01-31,MV00254,Risk,,Open,N,0,High
2023-01-31,MV00255,Risk,P004,Open,N,0,Medium
2023-01-31,MV00255,Risk,,Open,N,0,Medium
2023-01-31,MV00256,Risk,P004,Open,N,0,
2023-01-31,MV00256,Risk,,Open,N,0,
2023-01-31,MV00259,CapitalMarkets,P012,Open,N,0,Low
2023-01-31,MV00259,CapitalMarkets,,Open,N,0,Low
2023-01-31,MV00265,Compliance,P011,Open,N,0,
2023-01-31,MV00265,Compliance,,Open,N,0,
2023-01-31,MV00269,Compliance,P028,Open,N,0,Medium
2023-01-31,MV00269,Compliance,,Open,N,0,Medium
2023-01-31,MV00271,Compliance,P001,Open,N,0,
2023-01-31,MV00271,Compliance,,Open,N,0,
2023-01-31,MV00277,Risk,P023,Open,N,0,High
2023-01-31,MV00277,Risk,,Open,N,0,High
2023-01-31,MV00281,Fraud,P012,Open,N,0,High
2023-01-31,MV00281,Fraud,,Open,N,0,High
2023-01-31,MV00284,Risk,P018,Open,N,0,Medium
2023-01-31,MV00284,Risk,,Open,N,0,Medium
2023-01-31,MV00285,Fraud,P015,Open,N,0,Low
2023-01-31,MV00285,Fraud,,Open,N,0,Low
2023-01-31,MV00286,Fraud,P024,Open,N,0,Low
2023-01-31,MV00286,Fraud,,Open,N,0,Low
2023-01-31,MV00287,Servicing,P005,Open,N,0,High
2023-01-31,MV00287,Servicing,,Open,N,0,High
2023-01-31,MV00288,Servicing,P015,Open,N,0,High
2023-01-31,MV00288,Servicing,,Open,N,0,High
2023-01-31,MV00289,CapitalMarkets,P030,Open,N,0,High
2023-01-31,MV00289,CapitalMarkets,,Open,N,0,High
2023-01-31,MV00295,Compliance,P019,Open,N,0,Medium
2023-01-31,MV00295,Compliance,,Open,N,0,Medium
2023-01-31,MV00296,Compliance,P028,Open,N,0,Low
2023-01-31,MV00296,Compliance,,Open,N,0,Low
2023-01-31,MV00300,Servicing,P011,Open,N,0,Medium
2023-01-31,MV00300,Servicing,,Open,N,0,Medium
2023-01-31,MV00301,Servicing,P005,Open,N,0,High
2023-01-31,MV00301,Servicing,,Open,N,0,High
2023-02-28,MV00002,Compliance,P023,Open,N,0,
2023-02-28,MV00002,Compliance,,Open,N,0,
2023-02-28,MV00003,Compliance,P004,Open,N,0,
2023-02-28,MV00003,Compliance,,Open,N,0,
2023-02-28,MV00007,Fraud,P004,Open,N,0,Low
2023-02-28,MV00007,Fraud,,Open,N,0,Low
2023-02-28,MV00008,Fraud,P011,Open,N,0,High
2023-02-28,MV00008,Fraud,,Open,N,0,High
2023-02-28,MV00016,Risk,P023,Open,N,0,Low
2023-02-28,MV00016,Risk,,Open,N,0,Low
2023-02-28,MV00017,Risk,P006,Open,N,0,Low
2023-02-28,MV00017,Risk,,Open,N,0,Low
2023-02-28,MV00019,Servicing,P012,Open,N,0,High
2023-02-28,MV00019,Servicing,,Open,N,0,High
2023-02-28,MV00026,Compliance,P022,Open,N,0,Medium
2023-02-28,MV00026,Compliance,,Open,N,0,Medium
2023-02-28,MV00027,Compliance,P004,Open,N,0,Medium
2023-02-28,MV00027,Compliance,,Open,N,0,Medium
2023-02-28,MV00029,Compliance,P015,Open,N,0,
2023-02-28,MV00029,Compliance,,Open,N,0,
2023-02-28,MV00030,Compliance,P001,Open,N,0,Low
2023-02-28,MV00030,Compliance,,Open,N,0,Low
2023-02-28,MV00031,Compliance,P028,Open,N,0,Low
2023-02-28,MV00031,Compliance,,Open,N,0,Low
2023-02-28,MV00032,Compliance,P022,Open,N,0,Medium
2023-02-28,MV00032,Compliance,,Open,N,0,Medium
2023-02-28,MV00033,Servicing,P019,Open,N,0,Medium
2023-02-28,MV00033,Servicing,,Open,N,0,Medium
2023-02-28,MV00034,Servicing,P018,Open,N,0,Medium
2023-02-28,MV00034,Servicing,,Open,N,0,Medium
2023-02-28,MV00035,Servicing,P006,Open,N,0,Low
2023-02-28,MV00035,Servicing,,Open,N,0,Low
2023-02-28,MV00043,Fraud,P011,Open,N,0,Low
2023-02-28,MV00043,Fraud,,Open,N,0,Low
2023-02-28,MV00044,Fraud,P022,Open,N,0,Medium
2023-02-28,MV00044,Fraud,,Open,N,0,Medium
2023-02-28,MV00045,Risk,P028,Open,N,0,Medium
2023-02-28,MV00045,Risk,,Open,N,0,Medium
2023-02-28,MV00047,Risk,P023,Open,N,0,Low
2023-02-28,MV00047,Risk,,Open,N,0,Low
2023-02-28,MV00048,Treasury,P028,Open,N,0,
2023-02-28,MV00048,Treasury,,Open,N,0,
2023-02-28,MV00050,Treasury,P004,Open,N,0,
2023-02-28,MV00050,Treasury,,Open,N,0,
2023-02-28,MV00057,Risk,P018,Open,N,0,Medium
2023-02-28,MV00057,Risk,,Open,N,0,Medium
2023-02-28,MV00061,Fraud,P030,Open,N,0,
2023-02-28,MV00061,Fraud,,Open,N,0,
2023-02-28,MV00062,Servicing,P006,Open,N,0,Medium
2023-02-28,MV00062,Servicing,,Open,N,0,Medium
2023-02-28,MV00064,Compliance,P009,Open,N,0,High
2023-02-28,MV00064,Compliance,,Open,N,0,High
2023-02-28,MV00079,Treasury,P031,Open,N,0,Low
2023-02-28,MV00079,Treasury,,Open,N,0,Low
2023-02-28,MV00098,Servicing,P011,Open,N,0,Medium
2023-02-28,MV00098,Servicing,,Open,N,0,Medium
2023-02-28,MV00099,Servicing,P024,Open,N,0,
2023-02-28,MV00099,Servicing,,Open,N,0,
2023-02-28,MV00100,Servicing,P005,Open,N,0,Medium
2023-02-28,MV00100,Servicing,,Open,N,0,Medium
2023-02-28,MV00101,Servicing,P024,Open,N,0,Low
2023-02-28,MV00101,Servicing,,Open,N,0,Low
2023-02-28,MV00102,Risk,P024,Open,N,0,
2023-02-28,MV00102,Risk,,Open,N,0,
2023-02-28,MV00103,Treasury,P024,Open,N,0,Low
2023-02-28,MV00103,Treasury,,Open,N,0,Low
2023-02-28,MV00104,Treasury,P006,Open,N,0,Low
2023-02-28,MV00104,Treasury,,Open,N,0,Low
2023-02-28,MV00105,Fraud,P031,Open,N,0,High
2023-02-28,MV00105,Fraud,,Open,N,0,High
2023-02-28,MV00107,Fraud,P022,Open,N,0,Medium
2023-02-28,MV00107,Fraud,,Open,N,0,Medium
2023-02-28,MV00113,Treasury,P028,Open,N,0,High
2023-02-28,MV00113,Treasury,,Open,N,0,High
2023-02-28,MV00114,Fraud,P030,Open,N,0,Medium
2023-02-28,MV00114,Fraud,,Open,N,0,Medium
2023-02-28,MV00115,Fraud,P028,Open,N,0,Medium
2023-02-28,MV00115,Fraud,,Open,N,0,Medium
2023-02-28,MV00121,Compliance,P031,Open,N,0,Medium
2023-02-28,MV00121,Compliance,,Open,N,0,Medium
2023-02-28,MV00124,Compliance,P019,Open,N,0,Low
2023-02-28,MV00124,Compliance,,Open,N,0,Low
2023-02-28,MV00125,Compliance,P006,Open,N,0,Medium
2023-02-28,MV00125,Compliance,,Open,N,0,Medium
2023-02-28,MV00129,CapitalMarkets,P028,Open,N,0,Medium
2023-02-28,MV00129,CapitalMarkets,,Open,N,0,Medium
2023-02-28,MV00132,Risk,P024,Open,N,0,Medium
2023-02-28,MV00132,Risk,,Open,N,0,Medium
2023-02-28,MV00133,Risk,P004,Open,N,0,
2023-02-28,MV00133,Risk,,Open,N,0,
2023-02-28,MV00134,Risk,P024,Open,N,0,
2023-02-28,MV00134,Risk,,Open,N,0,
2023-02-28,MV00135,Risk,P024,Open,N,0,
2023-02-28,MV00135,Risk,,Open,N,0,
2023-02-28,MV00136,Risk,P009,Open,N,0,Medium
2023-02-28,MV00136,Risk,,Open,N,0,Medium
2023-02-28,MV00137,Fraud,P031,Open,N,0,
2023-02-28,MV00137,Fraud,,Open,N,0,
2023-02-28,MV00139,Fraud,P018,Open,N,0,High
2023-02-28,MV00139,Fraud,,Open,N,0,High
2023-02-28,MV00140,Fraud,P018,Open,N,0,Medium
2023-02-28,MV00140,Fraud,,Open,N,0,Medium
2023-02-28,MV00143,Risk,P009,Open,N,0,Medium
2023-02-28,MV00143,Risk,,Open,N,0,Medium
2023-02-28,MV00146,Risk,P024,Open,N,0,High
2023-02-28,MV00146,Risk,,Open,N,0,High
2023-02-28,MV00149,Servicing,P012,Open,N,0,High
2023-02-28,MV00149,Servicing,,Open,N,0,High
2023-02-28,MV00150,Servicing,P023,Open,N,0,Low
2023-02-28,MV00150,Servicing,,Open,N,0,Low
2023-02-28,MV00151,Treasury,P004,Open,N,0,High
2023-02-28,MV00151,Treasury,,Open,N,0,High
2023-02-28,MV00153,Treasury,P018,Open,N,0,Medium
2023-02-28,MV00153,Treasury,,Open,N,0,Medium
2023-02-28,MV00154,Treasury,P011,Open,N,0,Low
2023-02-28,MV00154,Treasury,,Open,N,0,Low
2023-02-28,MV00162,CapitalMarkets,P001,Open,N,0,
2023-02-28,MV00162,CapitalMarkets,,Open,N,0,
2023-02-28,MV00163,CapitalMarkets,P012,Open,N,0,
2023-02-28,MV00163,CapitalMarkets,,Open,N,0,
2023-02-28,MV00165,Treasury,P007,Open,N,0,
2023-02-28,MV00165,Treasury,,Open,N,0,
2023-02-28,MV00166,Treasury,P012,Open,N,0,
2023-02-28,MV00166,Treasury,,Open,N,0,
2023-02-28,MV00168,Compliance,P015,Open,N,0,High
2023-02-28,MV00168,Compliance,,Open,N,0,High
2023-02-28,MV00170,Compliance,P005,Open,N,0,Medium
2023-02-28,MV00170,Compliance,,Open,N,0,Medium
2023-02-28,MV00178,Compliance,P007,Open,N,0,High
2023-02-28,MV00178,Compliance,,Open,N,0,High
2023-02-28,MV00179,Compliance,P023,Open,N,0,High
2023-02-28,MV00179,Compliance,,Open,N,0,High
2023-02-28,MV00183,Servicing,P018,Open,N,0,Medium
2023-02-28,MV00183,Servicing,,Open,N,0,Medium
2023-02-28,MV00184,Servicing,P022,Open,N,0,Low
2023-02-28,MV00184,Servicing,,Open,N,0,Low
2023-02-28,MV00186,Treasury,P030,Open,N,0,Medium
2023-02-28,MV00186,Treasury,,Open,N,0,Medium
2023-02-28,MV00187,Treasury,P004,Open,N,0,
2023-02-28,MV00187,Treasury,,Open,N,0,
2023-02-28,MV00188,Treasury,P007,Open,N,0,
2023-02-28,MV00188,Treasury,,Open,N,0,
2023-02-28,MV00192,Fraud,P004,Open,N,0,Low
2023-02-28,MV00192,Fraud,,Open,N,0,Low
2023-02-28,MV00193,CapitalMarkets,P028,Open,N,0,High
2023-02-28,MV00193,CapitalMarkets,,Open,N,0,High
2023-02-28,MV00195,CapitalMarkets,P005,Open,N,0,
2023-02-28,MV00195,CapitalMarkets,,Open,N,0,
2023-02-28,MV00197,CapitalMarkets,P007,Open,N,0,Low
2023-02-28,MV00197,CapitalMarkets,,Open,N,0,Low
2023-02-28,MV00198,CapitalMarkets,P007,Open,N,0,Medium
2023-02-28,MV00198,CapitalMarkets,,Open,N,0,Medium
2023-02-28,MV00213,CapitalMarkets,P023,Open,N,0,Low
2023-02-28,MV00213,CapitalMarkets,,Open,N,0,Low
2023-02-28,MV00217,Risk,P015,Open,N,0,
2023-02-28,MV00217,Risk,,Open,N,0,
2023-02-28,MV00226,CapitalMarkets,P022,Open,N,0,Medium
2023-02-28,MV00226,CapitalMarkets,,Open,N,0,Medium
2023-02-28,MV00235,Risk,P018,Open,N,0,Low
2023-02-28,MV00235,Risk,,Open,N,0,Low
2023-02-28,MV00242,Risk,P012,Open,N,0,Medium
2023-02-28,MV00242,Risk,,Open,N,0,Medium
2023-02-28,MV00243,Risk,P022,Open,N,0,Low
2023-02-28,MV00243,Risk,,Open,N,0,Low
2023-02-28,MV00244,Risk,P005,Open,N,0,Low
2023-02-28,MV00244,Risk,,Open,N,0,Low
2023-02-28,MV00245,Risk,P018,Open,N,0,Low
2023-02-28,MV00245,Risk,,Open,N,0,Low
2023-02-28,MV00246,Risk,P007,Open,N,0,
2023-02-28,MV00246,Risk,,Open,N,0,
2023-02-28,MV00247,Risk,P030,Open,N,0,High
2023-02-28,MV00247,Risk,,Open,N,0,High
2023-02-28,MV00248,Risk,P023,Open,N,0,High
2023-02-28,MV00248,Risk,,Open,N,0,High
2023-02-28,MV00250,Compliance,P012,Open,N,0,High
2023-02-28,MV00250,Compliance,,Open,N,0,High
2023-02-28,MV00251,Compliance,P028,Open,N,0,Medium
2023-02-28,MV00251,Compliance,,Open,N,0,Medium
2023-02-28,MV00254,Risk,P005,Open,N,0,High
2023-02-28,MV00254,Risk,,Open,N,0,High
2023-02-28,MV00255,Risk,P004,Open,N,0,Medium
2023-02-28,MV00255,Risk,,Open,N,0,Medium
2023-02-28,MV00256,Risk,P004,Open,N,0,
2023-02-28,MV00256,Risk,,Open,N,0,
2023-02-28,MV00259,CapitalMarkets,P012,Open,N,0,Low
2023-02-28,MV00259,CapitalMarkets,,Open,N,0,Low
2023-02-28,MV00260,CapitalMarkets,P011,Open,N,0,Medium
2023-02-28,MV00260,CapitalMarkets,,Open,N,0,Medium
2023-02-28,MV00265,Compliance,P011,Open,N,0,
2023-02-28,MV00265,Compliance,,Open,N,0,
2023-02-28,MV00269,Compliance,P028,Open,N,0,Medium
2023-02-28,MV00269,Compliance,,Open,N,0,Medium
2023-02-28,MV00271,Compliance,P001,Open,N,0,
2023-02-28,MV00271,Compliance,,Open,N,0,
2023-02-28,MV00277,Risk,P023,Open,N,0,High
2023-02-28,MV00277,Risk,,Open,N,0,High
2023-02-28,MV00281,Fraud,P012,Open,N,0,High
2023-02-28,MV00281,Fraud,,Open,N,0,High
2023-02-28,MV00284,Risk,P018,Open,N,0,Medium
2023-02-28,MV00284,Risk,,Open,N,0,Medium
2023-02-28,MV00285,Fraud,P015,Open,N,0,Low
2023-02-28,MV00285,Fraud,,Open,N,0,Low
2023-02-28,MV00286,Fraud,P024,Open,N,0,Low
2023-02-28,MV00286,Fraud,,Open,N,0,Low
2023-02-28,MV00287,Servicing,P005,Open,N,0,High
2023-02-28,MV00287,Servicing,,Open,N,0,High
2023-02-28,MV00288,Servicing,P015,Open,N,0,High
2023-02-28,MV00288,Servicing,,Open,N,0,High
2023-02-28,MV00289,CapitalMarkets,P030,Open,N,0,High
2023-02-28,MV00289,CapitalMarkets,,Open,N,0,High
2023-02-28,MV00295,Compliance,P019,Open,N,0,Medium
2023-02-28,MV00295,Compliance,,Open,N,0,Medium
2023-02-28,MV00296,Compliance,P028,Open,N,0,Low
2023-02-28,MV00296,Compliance,,Open,N,0,Low
2023-02-28,MV00300,Servicing,P011,Open,N,0,Medium
2023-02-28,MV00300,Servicing,,Open,N,0,Medium
2023-02-28,MV00301,Servicing,P005,Open,N,0,High
2023-02-28,MV00301,Servicing,,Open,N,0,High
2023-03-31,MV00002,Compliance,P023,Open,N,0,
2023-03-31,MV00002,Compliance,,Open,N,0,
2023-03-31,MV00003,Compliance,P004,Open,N,0,
2023-03-31,MV00003,Compliance,,Open,N,0,
2023-03-31,MV00007,Fraud,P004,Open,N,0,Low
2023-03-31,MV00007,Fraud,,Open,N,0,Low
2023-03-31,MV00008,Fraud,P011,Open,N,0,High
2023-03-31,MV00008,Fraud,,Open,N,0,High
2023-03-31,MV00016,Risk,P023,Open,N,0,Low
2023-03-31,MV00016,Risk,,Open,N,0,Low
2023-03-31,MV00017,Risk,P006,Open,N,0,Low
2023-03-31,MV00017,Risk,,Open,N,0,Low
2023-03-31,MV00019,Servicing,P012,Open,N,0,High
2023-03-31,MV00019,Servicing,,Open,N,0,High
2023-03-31,MV00026,Compliance,P022,Open,N,0,Medium
2023-03-31,MV00026,Compliance,,Open,N,0,Medium
2023-03-31,MV00027,Compliance,P004,Open,N,0,Medium
2023-03-31,MV00027,Compliance,,Open,N,0,Medium
2023-03-31,MV00029,Compliance,P015,Open,N,0,
2023-03-31,MV00029,Compliance,,Open,N,0,
2023-03-31,MV00030,Compliance,P001,Open,N,0,Low
2023-03-31,MV00030,Compliance,,Open,N,0,Low
2023-03-31,MV00031,Compliance,P028,Open,N,0,Low
2023-03-31,MV00031,Compliance,,Open,N,0,Low
2023-03-31,MV00032,Compliance,P022,Open,N,0,Medium
2023-03-31,MV00032,Compliance,,Open,N,0,Medium
2023-03-31,MV00033,Servicing,P019,Open,N,0,Medium
2023-03-31,MV00033,Servicing,,Open,N,0,Medium
2023-03-31,MV00034,Servicing,P018,Open,N,0,Medium
2023-03-31,MV00034,Servicing,,Open,N,0,Medium
2023-03-31,MV00035,Servicing,P006,Open,N,0,Low
2023-03-31,MV00035,Servicing,,Open,N,0,Low
2023-03-31,MV00036,Compliance,P001,Open,N,0,Medium
2023-03-31,MV00036,Compliance,,Open,N,0,Medium
2023-03-31,MV00043,Fraud,P011,Open,N,0,Low
2023-03-31,MV00043,Fraud,,Open,N,0,Low
2023-03-31,MV00044,Fraud,P022,Open,N,0,Medium
2023-03-31,MV00044,Fraud,,Open,N,0,Medium
2023-03-31,MV00045,Risk,P028,Open,N,0,Medium
2023-03-31,MV00045,Risk,,Open,N,0,Medium
2023-03-31,MV00047,Risk,P023,Open,N,0,Low
2023-03-31,MV00047,Risk,,Open,N,0,Low
2023-03-31,MV00048,Treasury,P028,Open,N,0,
2023-03-31,MV00048,Treasury,,Open,N,0,
2023-03-31,MV00050,Treasury,P004,Open,N,0,
2023-03-31,MV00050,Treasury,,Open,N,0,
2023-03-31,MV00057,Risk,P018,Open,N,0,Medium
2023-03-31,MV00057,Risk,,Open,N,0,Medium
2023-03-31,MV00061,Fraud,P030,Open,N,0,
2023-03-31,MV00061,Fraud,,Open,N,0,
2023-03-31,MV00062,Servicing,P006,Open,N,0,Medium
2023-03-31,MV00062,Servicing,,Open,N,0,Medium
2023-03-31,MV00064,Compliance,P009,Open,N,0,High
2023-03-31,MV00064,Compliance,,Open,N,0,High
2023-03-31,MV00079,Treasury,P031,Open,N,0,Low
2023-03-31,MV00079,Treasury,,Open,N,0,Low
2023-03-31,MV00098,Servicing,P011,Open,N,0,Medium
2023-03-31,MV00098,Servicing,,Open,N,0,Medium
2023-03-31,MV00099,Servicing,P024,Open,N,0,
2023-03-31,MV00099,Servicing,,Open,N,0,
2023-03-31,MV00100,Servicing,P005,Open,N,0,Medium
2023-03-31,MV00100,Servicing,,Open,N,0,Medium
2023-03-31,MV00101,Servicing,P024,Open,N,0,Low
2023-03-31,MV00101,Servicing,,Open,N,0,Low
2023-03-31,MV00102,Risk,P024,Open,N,0,
2023-03-31,MV00102,Risk,,Open,N,0,
2023-03-31,MV00103,Treasury,P024,Open,N,0,Low
2023-03-31,MV00103,Treasury,,Open,N,0,Low
2023-03-31,MV00104,Treasury,P006,Open,N,0,Low
2023-03-31,MV00104,Treasury,,Open,N,0,Low
2023-03-31,MV00105,Fraud,P031,Open,N,0,High
2023-03-31,MV00105,Fraud,,Open,N,0,High
2023-03-31,MV00107,Fraud,P022,Open,N,0,Medium
2023-03-31,MV00107,Fraud,,Open,N,0,Medium
2023-03-31,MV00113,Treasury,P028,Open,N,0,High
2023-03-31,MV00113,Treasury,,Open,N,0,High
2023-03-31,MV00114,Fraud,P030,Open,N,0,Medium
2023-03-31,MV00114,Fraud,,Open,N,0,Medium
2023-03-31,MV00115,Fraud,P028,Open,N,0,Medium
2023-03-31,MV00115,Fraud,,Open,N,0,Medium
2023-03-31,MV00118,Fraud,P023,Open,N,0,High
2023-03-31,MV00118,Fraud,,Open,N,0,High
2023-03-31,MV00120,CapitalMarkets,P012,Open,N,0,Medium
2023-03-31,MV00120,CapitalMarkets,,Open,N,0,Medium
2023-03-31,MV00121,Compliance,P031,Open,N,0,Medium
2023-03-31,MV00121,Compliance,,Open,N,0,Medium
2023-03-31,MV00124,Compliance,P019,Open,N,0,Low
2023-03-31,MV00124,Compliance,,Open,N,0,Low
2023-03-31,MV00125,Compliance,P006,Open,N,0,Medium
2023-03-31,MV00125,Compliance,,Open,N,0,Medium
2023-03-31,MV00129,CapitalMarkets,P028,Open,N,0,Medium
2023-03-31,MV00129,CapitalMarkets,,Open,N,0,Medium
2023-03-31,MV00132,Risk,P024,Open,N,0,Medium
2023-03-31,MV00132,Risk,,Open,N,0,Medium
2023-03-31,MV00133,Risk,P004,Open,N,0,
2023-03-31,MV00133,Risk,,Open,N,0,
2023-03-31,MV00134,Risk,P024,Open,N,0,
2023-03-31,MV00134,Risk,,Open,N,0,
2023-03-31,MV00135,Risk,P024,Open,N,0,
2023-03-31,MV00135,Risk,,Open,N,0,
2023-03-31,MV00136,Risk,P009,Open,N,0,Medium
2023-03-31,MV00136,Risk,,Open,N,0,Medium
2023-03-31,MV00137,Fraud,P031,Open,N,0,
2023-03-31,MV00137,Fraud,,Open,N,0,
2023-03-31,MV00139,Fraud,P018,Open,N,0,High
2023-03-31,MV00139,Fraud,,Open,N,0,High
2023-03-31,MV00140,Fraud,P018,Open,N,0,Medium
2023-03-31,MV00140,Fraud,,Open,N,0,Medium
2023-03-31,MV00143,Risk,P009,Open,N,0,Medium
2023-03-31,MV00143,Risk,,Open,N,0,Medium
2023-03-31,MV00146,Risk,P024,Open,N,0,High
2023-03-31,MV00146,Risk,,Open,N,0,High
2023-03-31,MV00149,Servicing,P012,Open,N,0,High
2023-03-31,MV00149,Servicing,,Open,N,0,High
2023-03-31,MV00150,Servicing,P023,Open,N,0,Low
2023-03-31,MV00150,Servicing,,Open,N,0,Low
2023-03-31,MV00151,Treasury,P004,Open,N,0,High
2023-03-31,MV00151,Treasury,,Open,N,0,High
2023-03-31,MV00153,Treasury,P018,Open,N,0,Medium
2023-03-31,MV00153,Treasury,,Open,N,0,Medium
2023-03-31,MV00154,Treasury,P011,Open,N,0,Low
2023-03-31,MV00154,Treasury,,Open,N,0,Low
2023-03-31,MV00156,Compliance,P004,Open,N,0,Medium
2023-03-31,MV00156,Compliance,,Open,N,0,Medium
2023-03-31,MV00162,CapitalMarkets,P001,Open,N,0,
2023-03-31,MV00162,CapitalMarkets,,Open,N,0,
2023-03-31,MV00163,CapitalMarkets,P012,Open,N,0,
2023-03-31,MV00163,CapitalMarkets,,Open,N,0,
2023-03-31,MV00165,Treasury,P007,Open,N,0,
2023-03-31,MV00165,Treasury,,Open,N,0,
2023-03-31,MV00166,Treasury,P012,Open,N,0,
2023-03-31,MV00166,Treasury,,Open,N,0,
2023-03-31,MV00168,Compliance,P015,Open,N,0,High
2023-03-31,MV00168,Compliance,,Open,N,0,High
2023-03-31,MV00170,Compliance,P005,Open,N,0,Medium
